evidence_id,artifact_type,provenance,source_path,run_relative_source_path,locator_type,locator,source_locator,source_object_id,source_sequence,source_turn,source_attempt,description,referenced_outputs_json,referenced_sections_json,referenced_outputs_sections,resolution_status
E-EVT-003853,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003853,mock-83265-81ed4937-evt-003853,mock-83265-81ed4937-evt-003853,3853,180,,LLM_DECISION_RESPONSE event at sequence 3853,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003854,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003854,mock-83265-81ed4937-evt-003854,mock-83265-81ed4937-evt-003854,3854,180,,LLM_PUBLIC_MESSAGE event at sequence 3854,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003855,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003855,mock-83265-81ed4937-evt-003855,mock-83265-81ed4937-evt-003855,3855,180,,LLM_PRIVATE_THOUGHT event at sequence 3855,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003856,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003856,mock-83265-81ed4937-evt-003856,mock-83265-81ed4937-evt-003856,3856,180,,CASH_CHANGED event at sequence 3856,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003857,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003857,mock-83265-81ed4937-evt-003857,mock-83265-81ed4937-evt-003857,3857,180,,HOUSE_BUILT event at sequence 3857,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003858,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003858,mock-83265-81ed4937-evt-003858,mock-83265-81ed4937-evt-003858,3858,180,,LLM_DECISION_REQUESTED event at sequence 3858,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003859,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003859,mock-83265-81ed4937-evt-003859,mock-83265-81ed4937-evt-003859,3859,180,,LLM_DECISION_RESPONSE event at sequence 3859,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003860,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003860,mock-83265-81ed4937-evt-003860,mock-83265-81ed4937-evt-003860,3860,180,,LLM_PUBLIC_MESSAGE event at sequence 3860,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003861,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003861,mock-83265-81ed4937-evt-003861,mock-83265-81ed4937-evt-003861,3861,180,,LLM_PRIVATE_THOUGHT event at sequence 3861,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003862,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003862,mock-83265-81ed4937-evt-003862,mock-83265-81ed4937-evt-003862,3862,180,,CASH_CHANGED event at sequence 3862,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003863,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003863,mock-83265-81ed4937-evt-003863,mock-83265-81ed4937-evt-003863,3863,180,,HOUSE_BUILT event at sequence 3863,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003864,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003864,mock-83265-81ed4937-evt-003864,mock-83265-81ed4937-evt-003864,3864,180,,LLM_DECISION_REQUESTED event at sequence 3864,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003865,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003865,mock-83265-81ed4937-evt-003865,mock-83265-81ed4937-evt-003865,3865,180,,LLM_DECISION_RESPONSE event at sequence 3865,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003866,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003866,mock-83265-81ed4937-evt-003866,mock-83265-81ed4937-evt-003866,3866,180,,LLM_PUBLIC_MESSAGE event at sequence 3866,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003867,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003867,mock-83265-81ed4937-evt-003867,mock-83265-81ed4937-evt-003867,3867,180,,LLM_PRIVATE_THOUGHT event at sequence 3867,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003868,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003868,mock-83265-81ed4937-evt-003868,mock-83265-81ed4937-evt-003868,3868,180,,TURN_ENDED event at sequence 3868,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003869,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003869,mock-83265-81ed4937-evt-003869,mock-83265-81ed4937-evt-003869,3869,181,,TURN_STARTED event at sequence 3869,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003870,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003870,mock-83265-81ed4937-evt-003870,mock-83265-81ed4937-evt-003870,3870,181,,DICE_ROLLED event at sequence 3870,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003871,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003871,mock-83265-81ed4937-evt-003871,mock-83265-81ed4937-evt-003871,3871,181,,PLAYER_MOVED event at sequence 3871,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003872,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003872,mock-83265-81ed4937-evt-003872,mock-83265-81ed4937-evt-003872,3872,181,,CASH_CHANGED event at sequence 3872,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003873,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003873,mock-83265-81ed4937-evt-003873,mock-83265-81ed4937-evt-003873,3873,181,,CASH_CHANGED event at sequence 3873,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003874,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003874,mock-83265-81ed4937-evt-003874,mock-83265-81ed4937-evt-003874,3874,181,,LLM_DECISION_REQUESTED event at sequence 3874,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003875,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003875,mock-83265-81ed4937-evt-003875,mock-83265-81ed4937-evt-003875,3875,181,,LLM_DECISION_RESPONSE event at sequence 3875,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003876,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003876,mock-83265-81ed4937-evt-003876,mock-83265-81ed4937-evt-003876,3876,181,,LLM_PUBLIC_MESSAGE event at sequence 3876,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003877,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003877,mock-83265-81ed4937-evt-003877,mock-83265-81ed4937-evt-003877,3877,181,,LLM_PRIVATE_THOUGHT event at sequence 3877,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003878,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003878,mock-83265-81ed4937-evt-003878,mock-83265-81ed4937-evt-003878,3878,181,,TURN_ENDED event at sequence 3878,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003879,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003879,mock-83265-81ed4937-evt-003879,mock-83265-81ed4937-evt-003879,3879,182,,TURN_STARTED event at sequence 3879,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003880,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003880,mock-83265-81ed4937-evt-003880,mock-83265-81ed4937-evt-003880,3880,182,,DICE_ROLLED event at sequence 3880,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003881,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003881,mock-83265-81ed4937-evt-003881,mock-83265-81ed4937-evt-003881,3881,182,,PLAYER_MOVED event at sequence 3881,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003882,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003882,mock-83265-81ed4937-evt-003882,mock-83265-81ed4937-evt-003882,3882,182,,CARD_DRAWN event at sequence 3882,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003883,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003883,mock-83265-81ed4937-evt-003883,mock-83265-81ed4937-evt-003883,3883,182,,CASH_CHANGED event at sequence 3883,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003884,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003884,mock-83265-81ed4937-evt-003884,mock-83265-81ed4937-evt-003884,3884,182,,CASH_CHANGED event at sequence 3884,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003885,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003885,mock-83265-81ed4937-evt-003885,mock-83265-81ed4937-evt-003885,3885,182,,LLM_DECISION_REQUESTED event at sequence 3885,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003886,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003886,mock-83265-81ed4937-evt-003886,mock-83265-81ed4937-evt-003886,3886,182,,LLM_DECISION_RESPONSE event at sequence 3886,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003887,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003887,mock-83265-81ed4937-evt-003887,mock-83265-81ed4937-evt-003887,3887,182,,LLM_PUBLIC_MESSAGE event at sequence 3887,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003888,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003888,mock-83265-81ed4937-evt-003888,mock-83265-81ed4937-evt-003888,3888,182,,LLM_PRIVATE_THOUGHT event at sequence 3888,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003889,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003889,mock-83265-81ed4937-evt-003889,mock-83265-81ed4937-evt-003889,3889,182,,TURN_ENDED event at sequence 3889,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-180-182""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003890,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003890,mock-83265-81ed4937-evt-003890,mock-83265-81ed4937-evt-003890,3890,183,,TURN_STARTED event at sequence 3890,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003891,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003891,mock-83265-81ed4937-evt-003891,mock-83265-81ed4937-evt-003891,3891,183,,DICE_ROLLED event at sequence 3891,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003892,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003892,mock-83265-81ed4937-evt-003892,mock-83265-81ed4937-evt-003892,3892,183,,PLAYER_MOVED event at sequence 3892,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003893,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003893,mock-83265-81ed4937-evt-003893,mock-83265-81ed4937-evt-003893,3893,183,,CASH_CHANGED event at sequence 3893,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003894,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003894,mock-83265-81ed4937-evt-003894,mock-83265-81ed4937-evt-003894,3894,183,,LLM_DECISION_REQUESTED event at sequence 3894,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003895,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003895,mock-83265-81ed4937-evt-003895,mock-83265-81ed4937-evt-003895,3895,183,,LLM_DECISION_RESPONSE event at sequence 3895,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003896,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003896,mock-83265-81ed4937-evt-003896,mock-83265-81ed4937-evt-003896,3896,183,,LLM_PUBLIC_MESSAGE event at sequence 3896,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003897,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003897,mock-83265-81ed4937-evt-003897,mock-83265-81ed4937-evt-003897,3897,183,,LLM_PRIVATE_THOUGHT event at sequence 3897,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003898,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003898,mock-83265-81ed4937-evt-003898,mock-83265-81ed4937-evt-003898,3898,183,,TURN_ENDED event at sequence 3898,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003899,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003899,mock-83265-81ed4937-evt-003899,mock-83265-81ed4937-evt-003899,3899,184,,TURN_STARTED event at sequence 3899,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003900,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003900,mock-83265-81ed4937-evt-003900,mock-83265-81ed4937-evt-003900,3900,184,,DICE_ROLLED event at sequence 3900,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003901,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003901,mock-83265-81ed4937-evt-003901,mock-83265-81ed4937-evt-003901,3901,184,,PLAYER_MOVED event at sequence 3901,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003902,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003902,mock-83265-81ed4937-evt-003902,mock-83265-81ed4937-evt-003902,3902,184,,LLM_DECISION_REQUESTED event at sequence 3902,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003903,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003903,mock-83265-81ed4937-evt-003903,mock-83265-81ed4937-evt-003903,3903,184,,LLM_DECISION_RESPONSE event at sequence 3903,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003904,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003904,mock-83265-81ed4937-evt-003904,mock-83265-81ed4937-evt-003904,3904,184,,LLM_PUBLIC_MESSAGE event at sequence 3904,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003905,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003905,mock-83265-81ed4937-evt-003905,mock-83265-81ed4937-evt-003905,3905,184,,LLM_PRIVATE_THOUGHT event at sequence 3905,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003906,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003906,mock-83265-81ed4937-evt-003906,mock-83265-81ed4937-evt-003906,3906,184,,TURN_ENDED event at sequence 3906,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003907,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003907,mock-83265-81ed4937-evt-003907,mock-83265-81ed4937-evt-003907,3907,185,,TURN_STARTED event at sequence 3907,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003908,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003908,mock-83265-81ed4937-evt-003908,mock-83265-81ed4937-evt-003908,3908,185,,DICE_ROLLED event at sequence 3908,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003909,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003909,mock-83265-81ed4937-evt-003909,mock-83265-81ed4937-evt-003909,3909,185,,PLAYER_MOVED event at sequence 3909,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003910,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003910,mock-83265-81ed4937-evt-003910,mock-83265-81ed4937-evt-003910,3910,185,,LLM_DECISION_REQUESTED event at sequence 3910,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003911,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003911,mock-83265-81ed4937-evt-003911,mock-83265-81ed4937-evt-003911,3911,185,,LLM_DECISION_RESPONSE event at sequence 3911,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003912,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003912,mock-83265-81ed4937-evt-003912,mock-83265-81ed4937-evt-003912,3912,185,,LLM_PUBLIC_MESSAGE event at sequence 3912,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003913,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003913,mock-83265-81ed4937-evt-003913,mock-83265-81ed4937-evt-003913,3913,185,,LLM_PRIVATE_THOUGHT event at sequence 3913,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003914,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003914,mock-83265-81ed4937-evt-003914,mock-83265-81ed4937-evt-003914,3914,185,,TURN_ENDED event at sequence 3914,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-183-185""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003915,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003915,mock-83265-81ed4937-evt-003915,mock-83265-81ed4937-evt-003915,3915,186,,TURN_STARTED event at sequence 3915,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-186-188""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003916,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003916,mock-83265-81ed4937-evt-003916,mock-83265-81ed4937-evt-003916,3916,186,,DICE_ROLLED event at sequence 3916,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-186-188""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003917,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003917,mock-83265-81ed4937-evt-003917,mock-83265-81ed4937-evt-003917,3917,186,,PLAYER_MOVED event at sequence 3917,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-186-188""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
E-EVT-003918,event,frozen_source,run/events.jsonl,run/events.jsonl,event_id,mock-83265-81ed4937-evt-003918,mock-83265-81ed4937-evt-003918,mock-83265-81ed4937-evt-003918,3918,186,,LLM_DECISION_REQUESTED event at sequence 3918,"[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]","[""RB-186-188""]","[""chronological_turn_review.md"",""review_packet.jsonl"",""case_studies.md""]",resolved
